Time,Sensor1,Sensor2,Sensor3,Sensor4
11.738,0,0,0,0,
11.739,0,0,0,0,
11.745,0,0,0,0,
11.779,0,0,0,0,
11.78,0,0,0,0,
11.781,0,0,0,0,
11.814,0,0,0,0,
11.814,0,0,0,0,
11.814,0,0,0,0,
11.821,0,0,0,0,
11.854,0,0,0,0,
11.854,0,0,0,0,
11.856,0,0,0,0,
11.87,0,0,0,0,
11.894,0,0,0,0,
11.894,0,0,0,0,
11.894,0,0,0,0,
11.927,0,0,0,0,
11.928,0,0,0,0,
11.929,0,0,0,0,
11.936,0,0,0,0,
11.97,0,0,0,0,
11.971,0,0,0,0,
11.972,0,0,0,0,
12.003,0,0,0,0,
12.004,0,0,0,0,
12.004,0,0,0,0,
12.01,0,0,0,0,
12.042,0,0,0,0,
12.042,0,0,0,0,
12.05,0,0,0,0,
12.082,0,0,0,0,
12.082,0,0,0,0,
12.083,0,0,0,0,
12.083,0,0,0,0,
12.115,0,0,0,0,
12.115,0,0,0,0,
12.149,0,0,0,0,
12.149,0,0,0,0,
12.15,0,0,0,0,
12.15,0,0,0,0,
12.183,0,0,0,0,
12.183,0,0,0,0,
12.184,0,0,0,0,
12.189,0,0,0,0,
12.223,0,0,0,0,
12.223,0,0,0,0,
12.224,0,0,0,0,
12.257,0,0,0,0,
12.258,0,0,0,0,
12.259,0,0,0,0,
12.266,0,0,0,0,
12.299,0,0,0,0,
12.299,0,0,0,0,
12.301,0,0,0,0,
12.334,0,0,0,0,
12.335,0,0,0,0,
12.335,0,0,0,0,
12.342,0,0,0,0,
12.377,0,0,0,0,
12.378,0,0,0,0,
12.38,0,0,0,0,
12.414,0,0,0,0,
12.414,0,0,0,0,
12.415,0,0,0,0,
12.415,0,0,0,0,
12.448,0,0,0,0,
12.448,0,0,0,0,
12.456,0,0,0,0,
12.482,0,0,0,0,
12.482,0,0,0,0,
12.483,0,0,0,0,
12.514,0,0,0,0,
12.514,0,0,0,0,
12.515,0,0,0,0,
12.519,0,0,0,0,
12.553,0,0,0,0,
12.553,0,0,0,0,
12.56,0,0,0,0,
12.592,0,0,0,0,
12.592,0,0,0,0,
12.592,0,0,0,0,
12.593,0,0,0,0,
12.625,0,0,0,0,
12.625,0,0,0,0,
12.625,0,0,0,0,
12.661,0,0,0,0,
12.661,0,0,0,0,
12.662,0,0,0,0,
12.693,0,0,0,0,
12.694,0,0,0,0,
12.694,0,0,0,0,
12.725,0,0,0,0,
12.728,0,0,0,0,
12.729,0,0,0,0,
12.761,0,0,0,0,
12.761,0,0,0,0,
12.762,0,0,0,0,
12.762,0,0,0,0,
12.794,0,0,0,0,
12.794,0,0,0,0,
12.828,0,0,0,0,
12.828,0,0,0,0,
12.829,0,0,0,0,
12.829,0,0,0,0,
12.862,0,0,0,0,
12.862,0,0,0,0,
12.863,0,0,0,0,
12.869,0,0,0,0,
12.902,0,0,0,0,
12.903,0,0,0,0,
12.904,0,0,0,0,
12.939,0,0,0,0,
12.94,0,0,0,0,
12.94,0,0,0,0,
12.94,0,0,0,0,
12.972,0,0,0,0,
12.974,0,0,0,0,
12.981,0,0,0,0,
13.014,0,0,0,0,
13.015,0,0,0,0,
13.016,0,0,0,0,
13.021,0,0,0,0,
13.075,0,0,0,0,
13.075,0,0,0,0,
13.077,0,0,0,0,
13.078,0,0,0,0,
13.078,0,0,0,0,
13.11,0,0,0,0,
13.111,0,0,0,0,
13.112,0,0,0,0,
13.112,0,0,0,0,
13.145,0,0,0,0,
13.146,0,0,0,0,
13.178,0,0,0,0,
13.178,0,0,0,0,
13.179,0,0,0,0,
13.183,0,0,0,0,
13.215,0,0,0,0,
13.216,0,0,0,0,
13.219,0,0,0,0,
13.251,0,0,0,0,
13.251,0,0,0,0,
13.252,0,0,0,0,
13.26,0,0,0,0,
13.292,0,0,0,0,
13.293,0,0,0,0,
13.293,0,0,0,0,
13.299,0,0,0,0,
13.331,0,0,0,0,
13.332,0,0,0,0,
13.34,0,0,0,0,
13.372,0,0,0,0,
13.372,0,0,0,0,
13.372,0,0,0,0,
13.373,0,0,0,0,
13.405,0,0,0,0,
13.405,0,0,0,0,
13.439,0,0,0,0,
13.44,0,0,0,0,
13.44,0,0,0,0,
13.441,0,0,0,0,
13.473,0,0,0,0,
13.473,0,0,0,0,
13.474,0,0,0,0,
13.486,0,0,0,0,
13.518,0,0,0,0,
13.518,0,0,0,0,
13.518,0,0,0,0,
13.525,0,0,0,0,
13.558,0,0,0,0,
13.558,0,0,0,0,
13.558,0,0,0,0,
13.562,0,0,0,0,
13.595,0,0,0,0,
13.595,0,0,0,0,
13.596,0,0,0,0,
13.626,0,0,0,0,
13.626,0,0,0,0,
13.627,0,0,0,0,
13.668,0,0,0,0,
13.67,0,0,0,0,
13.67,0,0,0,0,
13.671,0,0,0,0,
13.706,0,0,0,0,
13.706,0,0,0,0,
13.707,0,0,0,0,
13.714,0,0,0,0,
13.746,0,0,0,0,
13.748,0,0,0,0,
13.749,0,0,0,0,
13.782,0,0,0,0,
13.782,0,0,0,0,
13.783,0,0,0,0,
13.816,0,0,0,0,
13.817,0,0,0,0,
13.819,0,0,0,0,
13.853,0,0,0,0,
13.853,0,0,0,0,
13.854,0,0,0,0,
13.858,0,0,0,0,
13.891,0,0,0,0,
13.892,0,0,0,0,
13.892,0,0,0,0,
13.927,0,0,0,0,
13.927,0,0,0,0,
13.928,0,0,0,0,
13.935,0,0,0,0,
13.969,0,0,0,0,
13.972,0,0,0,0,
13.972,0,0,0,0,
13.973,0,0,0,0,
14.006,0,0,0,0,
14.007,0,0,0,0,
14.015,0,0,0,0,
14.048,0,0,0,0,
