Time,Sensor1,Sensor2,Sensor3,Sensor4
1245,497,1021,400,525
1246,497,1021,400,526
1247,498,1021,401,526
1248,497,1021,399,526
1249,499,1021,401,527
1250,499,1021,402,527
1251,500,1021,403,527
1252,500,1021,403,528
1253,501,1021,404,528
1254,502,1021,405,528
1255,502,1021,405,528
1256,503,1021,405,529
1257,503,1021,406,529
1258,503,1021,407,529
1259,503,1021,407,529
1260,503,1021,408,529
1261,504,1021,409,530
1262,504,1021,410,530
1263,505,1021,411,530
1264,505,1021,411,530
1265,506,1021,411,530
1266,506,1021,411,530
1267,507,1021,411,530
1268,507,1021,412,530
1269,507,1021,412,531
1270,507,1021,412,531
1271,508,1021,412,531
1272,508,1021,413,531
1273,508,1021,413,531
1274,508,1021,413,532
1275,508,1021,414,532
1276,508,1021,414,532
1277,508,1021,414,532
1278,508,1021,414,532
1279,508,1021,414,533
1280,509,1021,414,533
1281,509,1021,415,533
1282,509,1021,415,533
1283,509,1021,415,533
1284,510,1021,415,533
1285,510,1021,415,533
1286,510,1021,415,533
1287,510,1021,416,534
1288,510,1021,416,534
1289,510,1021,417,534
1290,511,1021,416,534
1291,511,1021,416,534
1292,511,1021,416,534
1293,511,1021,417,534
1294,511,1021,416,534
1295,512,1021,417,534
1296,512,1021,417,534
1297,512,1021,417,534
1298,512,1021,417,534
1299,512,1021,417,534
1300,512,1021,418,534
1301,512,1021,417,534
1302,513,1021,418,535
1303,513,1021,418,535
1304,513,1021,418,535
1305,513,1021,418,535
1306,513,1021,418,535
1307,513,1021,418,536
1308,514,1021,419,536
1309,514,1021,419,536
1310,514,1021,419,536
1311,514,1021,420,536
1312,514,1021,420,536
1313,514,1021,420,536
1314,514,1021,420,536
1315,514,1021,420,536
1316,515,1021,420,536
1317,515,1021,420,537
1318,515,1021,419,537
1319,516,1021,420,537
1320,516,1021,420,537
1321,516,1021,420,537
1322,516,1021,420,537
1323,516,1021,421,537
1324,516,1021,421,538
1325,516,1021,421,538
1326,516,1021,421,538
1327,516,1021,421,538
1328,516,1021,421,538
1329,516,1021,421,538
1330,516,1021,421,538
1331,517,1021,421,538
1332,516,1021,421,538
1333,517,1021,421,538
1334,517,1021,421,538
1335,517,1021,422,538
1336,517,1021,422,538
1337,517,1021,423,537
1338,517,1021,423,537
1339,517,1021,423,537
1340,517,1021,423,538
1341,518,1021,423,538
1342,518,1021,423,538
1343,518,1021,423,538
1344,518,1021,423,538
1345,518,1021,423,539
1346,518,1021,424,539
1347,518,1021,427,538
1348,518,1021,427,538
1349,518,1021,427,538
1350,518,1021,427,538
1351,519,1021,427,538
1352,519,1021,427,538
1353,519,1021,427,539
1354,519,1021,427,538
1355,519,1021,427,538
1356,519,1021,428,538
1357,519,1021,428,539
1358,520,1021,428,539
1359,520,1021,428,539
1360,520,1021,428,539
1361,520,1021,428,539
1362,520,1021,428,539
1363,520,1021,428,539
1364,520,1021,429,539
1365,520,1021,429,539
1366,520,1021,429,539
1367,520,1021,429,539
1368,520,1021,429,539
1369,521,1021,429,539
1370,520,1021,428,539
1371,520,1021,429,539
1372,520,1021,428,539
1373,520,1021,429,539
1374,520,1021,429,539
1375,521,1021,429,539
1376,521,1021,429,539
1377,520,1021,429,539
1378,521,1021,429,539
1379,521,1021,430,539
1380,521,1021,430,539
1381,521,1021,430,539
1382,521,1021,430,539
1383,521,1021,430,540
1384,521,1021,429,540
1385,521,1021,430,540
1386,521,1021,430,540
1387,518,1021,424,539
1388,471,1021,388,511
1389,476,1021,390,512
1390,480,1020,394,514
1391,482,1020,396,515
1392,484,1020,397,516
1393,485,1020,399,517
1394,487,1020,400,517
1395,489,1020,401,518
1396,489,1020,403,519
1397,490,1020,403,519
1398,492,1020,404,520
1399,493,1019,404,520
1400,494,1019,406,520
1401,494,1019,406,521
1402,494,1020,406,522
1403,495,1020,405,523
1404,494,1020,402,523
1405,494,1020,402,523
1406,493,1020,402,525
1407,503,1020,397,520
1408,516,1020,406,517
1409,518,1020,411,518
1410,518,1020,412,518
1411,519,1020,414,518
1412,520,1020,415,518
1413,521,1020,416,518
1414,508,1020,412,523
1415,510,1020,414,523
1416,511,1020,416,523
1417,512,1020,417,523
1418,512,1020,418,523
1419,513,1020,419,524
1420,503,1020,397,527
1421,502,1020,399,529
1422,503,1020,400,528
1423,503,1020,400,529
1424,503,1020,401,529
1425,503,1020,402,529
1426,504,1020,403,529
1427,504,1020,403,529
1428,503,1020,401,528
1429,504,1020,398,521
1430,508,1020,413,524
1431,512,1020,419,524
1432,513,1020,421,525
1433,513,1020,422,524
1434,514,1020,423,525
1435,514,1020,424,525
1436,515,1020,424,525
1437,515,1020,425,525
1438,515,1020,426,526
1439,516,1020,426,526
1440,516,1020,427,526
1441,517,1020,428,526
1442,517,1020,428,526
1443,517,1020,429,527
1444,518,1020,429,527
1445,518,1020,430,527
1446,519,1020,430,527
1447,519,1020,431,527
1448,520,1020,431,527
1449,521,1020,431,528
1450,521,1020,431,528
1451,521,1020,431,528
1452,521,1020,432,528
1453,522,1020,433,528
1454,523,1020,434,528
1455,524,1020,433,528
1456,524,1020,434,528
1457,524,1020,433,528
1458,522,1021,426,529
1459,510,1021,398,532
1460,510,1021,404,531
1461,514,1021,414,530
1462,515,1021,418,531
1463,515,1021,420,532
1464,516,1021,422,532
1465,516,1021,423,532
1466,517,1021,423,533
1467,517,1021,424,533
1468,517,1020,426,533
1469,517,1021,426,533
1470,517,1021,427,533
1471,518,1021,427,533
1472,518,1021,428,533
1473,518,1021,429,533
1474,517,1021,429,533
1475,517,1021,429,533
1476,517,1021,429,533
1477,517,1021,430,534
1478,517,1021,431,534
1479,517,1021,431,534
1480,518,1021,431,534
1481,519,1021,433,534
1482,520,1021,434,534
1483,521,1021,434,535
1484,521,1021,435,535
1485,520,1021,434,534
1486,520,1021,436,535
1487,520,1021,436,535
1488,521,1021,436,535
1489,521,1021,437,535
1490,522,1021,438,536
1491,522,1021,439,536
1492,522,1021,439,536
1493,523,1021,440,536
1494,522,1021,439,536
1495,523,1021,439,536
1496,523,1021,439,536
1497,523,1021,439,536
1498,523,1021,439,536
1499,523,1021,440,536
1500,523,1021,440,536
1501,524,1021,442,536
1502,524,1021,442,536
1503,524,1021,441,536
1504,524,1021,442,536
1505,524,1021,442,536
1506,524,1021,443,536
1507,524,1021,442,537
1508,524,1021,442,536
1509,524,1021,442,537
1510,524,1021,442,537
1511,524,1021,442,537
1512,524,1021,442,537
1513,525,1021,442,537
1514,525,1021,443,537
1515,525,1021,444,537
1516,525,1021,444,537
1517,525,1021,444,537
1518,525,1021,445,537
1519,526,1021,445,537
1520,526,1021,445,538
1521,526,1021,445,537
1522,526,1021,446,537
1523,527,1021,446,537
1524,527,1021,446,537
1525,527,1021,446,537
1526,527,1021,445,538
1527,527,1021,446,538
1528,527,1021,446,538
1529,527,1021,446,538
1530,526,1021,446,538
1531,527,1021,446,538
1532,527,1021,446,538
1533,527,1021,446,538
1534,527,1021,446,538
1535,527,1021,446,538
1536,527,1021,446,538
1537,527,1021,447,538
1538,528,1021,446,539
1539,527,1021,447,539
1540,528,1021,447,539
1541,527,1021,447,539
1542,527,1021,447,539
1543,528,1021,448,539
1544,528,1021,447,539
1545,528,1021,447,539
1546,528,1021,448,539
1547,528,1021,448,539
1548,528,1021,448,539
1549,528,1021,449,539
1550,528,1021,448,539
1551,528,1021,449,539
1552,528,1021,449,539
1553,528,1021,449,539
1554,528,1021,449,540
1555,529,1021,449,539
1556,529,1021,449,540
1557,529,1021,450,540
1558,529,1021,450,540
1559,529,1021,450,540
1560,529,1021,450,540
1561,530,1021,450,540
1562,534,1021,454,537
1563,532,1021,452,538
1564,532,1021,453,538
1565,533,1021,453,539
1566,532,1021,454,539
1567,533,1021,454,539
1568,538,1021,456,537
1569,532,1021,448,538
1570,531,1021,449,539
1571,532,1021,449,539
1572,531,1021,450,539
1573,532,1021,451,539
1574,535,1021,457,538
1575,534,1021,456,539
1576,534,1021,456,539
1577,536,1021,454,538
1578,533,1021,451,538
1579,533,1021,453,539
1580,533,1021,453,539
1581,533,1021,453,539
1582,533,1021,454,539
1583,533,1021,454,539
1584,533,1021,454,539
1585,534,1021,455,539
1586,534,1021,455,539
1587,534,1021,455,539
1588,534,1021,456,539
1589,534,1021,456,539
1590,534,1021,456,540
1591,535,1021,458,540
1592,534,1021,456,540
1593,534,1021,456,540
1594,534,1021,457,540
1595,534,1021,457,540
1596,534,1021,456,540
1597,534,1021,455,540
1598,534,1021,455,540
1599,534,1021,456,540
1600,534,1021,456,540
1601,534,1021,456,540
1602,534,1021,457,540
1603,534,1021,457,540
1604,534,1021,458,540
1605,534,1021,458,540
1606,534,1021,458,541
1607,535,1021,458,541
1608,535,1021,459,541
1609,535,1021,459,541
1610,535,1021,459,541
1611,535,1021,458,540
1612,535,1021,459,541
1613,535,1021,459,541
1614,535,1021,459,541
1615,535,1021,459,541
1616,535,1021,460,541
1617,535,1021,460,541
1618,535,1021,461,541
1619,535,1021,461,541
1620,535,1021,461,541
1621,535,1021,460,541
1622,535,1021,460,542
1623,535,1021,460,542
1624,535,1021,460,541
1625,535,1021,460,541
1626,535,1021,459,541
1627,535,1021,460,541
1628,535,1021,461,541
1629,536,1021,461,541
1630,536,1021,461,541
1631,536,1021,461,541
1632,536,1021,461,541
1633,536,1021,461,541
1634,536,1021,462,541
1635,536,1021,461,541
1636,536,1021,461,541
1637,536,1021,461,541
1638,536,1021,462,541
1639,536,1021,462,541
1640,536,1021,462,541
1641,536,1021,462,541
1642,536,1021,462,541
1643,536,1021,462,541
1644,537,1021,463,541
1645,537,1021,463,541
1646,537,1021,463,541
1647,537,1021,463,542
1648,537,1021,463,541
1649,537,1021,463,542
1650,537,1021,463,542
1651,537,1021,463,542
1652,537,1021,464,542
1653,537,1021,463,542
1654,537,1021,463,542
1655,537,1021,464,542
1656,537,1021,464,542
1657,537,1021,464,542
1658,537,1021,463,542
1659,537,1021,464,542
1660,537,1021,464,542
1661,537,1021,464,542
1662,537,1021,464,542
1663,537,1021,464,542
1664,537,1021,462,542
1665,538,1021,463,542
1666,537,1021,462,542
1667,537,1021,462,542
1668,537,1021,462,542
1669,538,1021,462,542
1670,538,1021,463,542
1671,538,1021,463,542
1672,537,1021,463,542
1673,537,1021,462,542
1674,537,1021,463,542
1675,537,1021,462,542
1676,537,1021,462,542
1677,537,1021,462,542
1678,537,1021,463,542
1679,537,1021,464,542
1680,538,1021,464,542
1681,538,1021,464,543
1682,538,1021,465,543
1683,538,1021,465,543
1684,538,1021,465,543
1685,538,1021,465,543
1686,538,1021,466,543
1687,539,1021,466,543
1688,539,1021,465,543
1689,539,1021,466,543
1690,538,1021,466,543
1691,539,1021,465,543
1692,539,1021,465,543
1693,539,1021,466,543
1694,539,1021,466,543
1695,539,1021,466,543
1696,539,1021,466,543
1697,539,1021,467,543
1698,539,1021,466,543
1699,539,1021,466,543
1700,539,1021,467,543
1701,539,1021,466,543
1702,539,1021,466,543
1703,539,1021,466,544
1704,539,1021,466,544
1705,539,1021,466,543
1706,539,1021,467,544
1707,539,1021,467,544
1708,539,1021,467,544
1709,539,1021,467,544
1710,539,1021,467,544
1711,539,1021,467,544
1712,539,1021,467,544
1713,539,1021,467,544
1714,539,1021,467,544
1715,540,1021,467,544
1716,539,1021,467,544
1717,540,1021,467,544
1718,539,1021,468,544
1719,539,1021,468,544
1720,539,1021,468,544
1721,540,1021,468,544
1722,540,1021,468,544
1723,540,1021,468,544
1724,540,1021,467,544
1725,540,1021,467,544
1726,540,1021,467,545
1727,541,1021,467,545
1728,541,1021,467,545
1729,541,1021,468,545
1730,540,1021,468,545
1731,540,1021,468,544
1732,540,1021,468,544
1733,540,1021,468,544
1734,540,1021,468,544
1735,541,1021,468,545
1736,541,1021,468,545
1737,541,1021,468,545
1738,541,1021,468,545
1739,541,1021,468,545
1740,541,1021,468,545
1741,541,1021,468,545
1742,541,1021,468,545
1743,541,1021,468,545
1744,541,1021,468,545
1745,541,1021,468,545
1746,541,1021,468,544
1747,541,1021,468,544
1748,541,1021,469,544
1749,541,1021,469,544
1750,541,1021,469,545
1751,541,1021,469,545
1752,541,1021,469,545
1753,541,1021,469,545
1754,541,1021,469,545
1755,541,1021,469,545
1756,542,1021,469,545
1757,542,1021,469,545
1758,542,1021,469,545
1759,542,1021,469,545
1760,542,1021,470,545
1761,542,1021,470,545
1762,542,1021,470,545
1763,542,1021,470,545
1764,542,1021,470,545
1765,542,1021,470,545
1766,542,1021,470,545
1767,542,1021,470,545
1768,542,1021,470,545
1769,542,1021,470,545
1770,542,1021,469,545
1771,542,1021,469,545
1772,542,1021,470,545
1773,542,1021,470,545
1774,542,1021,470,545
1775,542,1021,470,545
1776,542,1021,470,545
1777,542,1021,470,545
1778,542,1021,470,545
1779,542,1021,470,545
1780,542,1021,470,546
1781,542,1021,470,545
1782,543,1021,470,545
1783,543,1021,470,546
1784,542,1021,470,546
1785,542,1021,470,546
1786,542,1021,470,546
1787,543,1021,470,546
1788,543,1021,470,546
1789,543,1021,471,546
1790,543,1021,470,546
1791,543,1021,470,546
1792,543,1021,470,546
1793,543,1021,470,546
1794,543,1021,470,546
1795,543,1021,470,546
1796,543,1021,470,546
1797,543,1021,470,546
1798,543,1021,470,546
1799,543,1021,470,546
1800,543,1021,470,546
1801,543,1021,470,546
1802,543,1021,470,546
1803,543,1021,470,546
1804,543,1021,470,546
1805,543,1021,471,546
1806,543,1021,471,546
1807,543,1021,471,546
1808,543,1021,471,546
1809,543,1021,471,546
1810,543,1021,471,546
1811,543,1021,471,546
1812,543,1021,471,546
1813,543,1021,471,546
1814,543,1021,471,546
1815,543,1021,471,546
1816,543,1021,471,546
1817,543,1021,471,546
1818,543,1021,471,546
1819,543,1021,471,546
1820,543,1021,471,546
1821,543,1021,472,546
1822,543,1021,472,546
1823,543,1021,471,546
1824,543,1021,472,546
1825,543,1021,472,546
1826,543,1021,472,546
1827,543,1021,472,546
1828,543,1021,472,546
1829,543,1021,472,546
1830,543,1021,472,546
1831,543,1021,472,546
1832,543,1021,472,546
1833,543,1021,472,546
1834,543,1021,472,546
1835,543,1021,472,546
1836,543,1021,472,546
1837,543,1021,472,546
1838,543,1021,472,546
1839,540,1022,460,547
1840,537,1021,448,544
1841,517,948,379,542
1842,496,854,162,504
1843,489,1020,332,483
1844,472,1019,338,490
1845,475,1019,352,497
1846,530,1023,337,493
1847,511,1023,346,496
1848,513,1023,391,506
1849,560,1023,442,557
1850,523,1022,408,498
1851,514,1022,406,490
1852,470,1020,349,478
1853,543,1023,378,477
1854,556,1023,384,484
1855,578,1023,386,483
1856,584,1023,402,484
1857,581,1023,398,492
1858,482,1023,338,492
1859,453,1022,374,523
1860,485,1022,350,495
1861,540,1023,342,493
1862,589,1023,355,493
1863,597,1023,368,494
1864,602,1023,365,495
1865,576,1023,364,495
1866,583,1023,373,497
1867,586,1023,375,498
1868,589,1023,372,498
1869,590,1023,381,497
1870,585,1023,386,499
1871,515,1023,382,502
1872,556,1023,388,488
1873,563,1023,379,490
1874,569,1023,387,493
1875,562,1023,383,496
1876,545,1023,375,506
1877,569,1023,384,509
1878,572,1023,397,502
1879,579,1023,402,501
1880,567,1023,397,508
1881,539,1023,378,511
1882,506,1022,362,514
1883,509,1022,371,516
1884,505,1022,379,517
1885,507,1022,382,518
1886,506,1022,382,519
1887,502,1022,378,523
1888,498,1022,365,522
1889,496,1022,358,521
1890,499,1022,366,521
1891,470,1023,359,522
1892,479,1023,376,522
1893,475,1023,373,510
1894,478,1022,378,496
1895,468,1021,357,482
1896,470,1021,369,478
1897,476,1021,320,483
1898,482,1021,310,485
1899,485,1021,307,488
1900,487,1021,321,489
1901,490,1021,331,491
1902,491,1021,333,493
1903,489,1021,359,492
1904,511,1023,370,486
1905,548,1023,390,483
1906,539,1023,383,485
1907,506,1022,367,491
1908,505,1022,380,496
1909,506,1022,381,497
1910,506,1022,383,498
1911,506,1022,383,499
1912,507,1022,382,500
1913,509,1022,383,500
1914,510,1021,384,501
1915,511,1021,385,502
1916,511,1021,386,502
1917,512,1021,387,503
1918,512,1022,384,501
1919,563,1023,404,488
1920,559,1023,406,488
1921,501,1023,381,486
1922,529,1023,386,499
1923,543,1023,388,503
1924,558,1023,397,504
1925,563,1023,401,505
1926,525,1022,395,509
1927,556,1023,411,497
1928,506,1023,376,498
1929,532,1023,373,512
1930,538,1023,374,514
1931,535,1023,374,515
1932,487,1023,360,518
1933,488,1023,369,500
1934,519,1023,353,508
1935,543,1023,364,511
1936,547,1023,368,512
1937,547,1023,370,513
1938,536,1023,366,512
1939,471,1023,357,500
1940,504,1023,368,509
1941,516,1023,371,511
1942,524,1023,374,512
1943,528,1023,374,514
1944,534,1023,373,517
1945,507,1023,340,515
1946,520,1023,370,523
1947,522,1023,366,519
1948,515,1023,370,515
1949,517,1023,384,518
1950,525,1023,375,503
1951,533,1023,356,521
1952,547,1023,368,523
1953,547,1023,369,525
1954,545,1023,380,526
1955,526,1023,361,530
1956,521,1022,359,534
1957,530,1023,354,532
1958,521,1023,383,510
1959,436,1023,352,502
1960,465,1023,374,507
1961,477,1023,380,509
1962,482,1023,379,511
1963,474,1023,384,504
1964,478,1023,370,507
1965,501,1023,387,510
1966,507,1023,389,511
1967,492,1023,389,515
1968,494,1023,387,515
1969,503,1023,391,516
1970,507,1023,385,517
1971,504,1023,388,519
1972,507,1023,404,518
1973,515,1023,405,519
1974,498,1023,378,513
1975,529,1023,375,509
1976,533,1023,381,512
1977,517,1023,379,516
1978,496,1023,374,511
1979,498,1023,358,519
1980,512,1023,387,513
1981,509,1023,376,515
1982,517,1023,393,515
1983,540,1023,407,514
1984,522,1023,395,518
1985,536,1023,399,524
1986,494,1023,395,511
1987,471,1023,374,516
1988,502,1023,389,518
1989,507,1023,397,519
1990,508,1023,399,520
1991,510,1023,399,521
1992,515,1023,400,521
1993,515,1023,398,522
1994,510,1023,397,523
1995,483,1023,394,513
1996,464,1023,379,515
1997,503,1023,392,516
1998,509,1023,394,518
1999,513,1023,397,519
2000,513,1023,400,520
2001,516,1023,402,520
2002,509,1023,396,522
2003,516,1023,401,522
2004,518,1023,399,523
2005,521,1023,386,523
2006,515,1023,353,514
2007,510,1023,358,508
2008,521,1023,370,513
2009,490,1023,366,522
2010,477,1023,366,528
2011,499,1023,340,522
2012,534,1023,356,522
2013,501,1023,354,524
2014,477,1023,365,499
2015,491,1023,351,511
2016,525,1023,368,513
2017,528,1023,369,516
2018,534,1023,370,518
2019,511,1023,377,515
2020,487,1023,368,510
2021,525,1023,385,518
2022,537,1023,388,521
2023,546,1023,395,521
2024,549,1023,399,523
2025,550,1023,401,524
2026,553,1023,400,527
2027,545,1023,404,527
2028,537,1023,406,526
2029,542,1023,404,528
2030,550,1023,405,530
2031,557,1023,412,530
2032,566,1023,417,530
2033,541,1023,413,529
2034,520,1023,395,525
2035,532,1023,397,528
2036,545,1023,403,529
2037,553,1023,406,530
2038,556,1023,410,531
2039,552,1023,408,532
2040,555,1023,387,533
2041,563,1023,386,533
2042,567,1023,390,533
2043,573,1023,390,533
2044,573,1023,392,534
2045,522,1023,375,541
2046,521,1023,383,534
2047,546,1023,391,524
2048,540,1023,399,527
2049,512,1023,410,525
2050,466,1023,372,515
2051,494,1023,386,527
2052,503,1023,391,531
2053,506,1023,394,532
2054,513,1023,398,533
2055,514,1023,400,534
2056,519,1023,402,534
2057,495,1023,402,517
2058,515,1023,389,528
2059,528,1023,398,530
2060,533,1023,401,532
2061,537,1023,405,533
2062,517,1023,407,528
2063,519,1023,398,531
2064,536,1023,409,533
2065,539,1023,410,534
2066,540,1023,412,534
2067,541,1023,414,535
2068,543,1023,415,535
2069,539,1023,416,536
2070,542,1023,411,536
2071,520,1023,367,534
2072,499,1023,373,531
2073,524,1023,379,519
2074,547,1023,391,515
2075,552,1023,397,510
2076,558,1023,400,514
2077,557,1023,399,515
2078,525,1023,392,521
2079,515,1023,391,526
2080,520,1023,393,528
2081,520,1022,393,528
2082,522,1022,397,528
2083,564,1023,381,520
2084,589,1023,379,511
2085,585,1023,383,512
2086,582,1023,388,516
2087,547,1023,384,523
2088,545,1023,386,533
2089,518,1023,402,532
2090,534,1023,397,533
2091,558,1023,402,534
2092,562,1023,397,532
2093,563,1023,401,533
2094,542,1023,401,531
2095,499,1023,366,528
2096,541,1023,373,532
2097,571,1023,381,536
2098,586,1023,390,537
2099,593,1023,394,536
2100,582,1023,397,535
2101,600,1023,402,537
2102,604,1023,405,539
2103,605,1023,406,539
2104,606,1023,407,540
2105,606,1023,408,537
2106,607,1023,384,535
2107,602,1023,295,501
2108,565,1023,366,513
2109,528,1023,374,520
2110,547,1023,382,522
2111,569,1023,387,523
2112,576,1023,387,523
2113,580,1023,390,524
2114,586,1023,393,525
2115,587,1023,395,525
2116,590,1023,395,526
2117,589,1023,398,526
2118,588,1023,400,527
2119,589,1023,401,527
2120,593,1023,406,527
2121,594,1023,407,527
2122,595,1023,406,527
2123,599,1023,408,528
2124,600,1023,412,528
2125,600,1023,414,529
2126,587,1023,413,529
2127,601,1023,417,529
2128,606,1023,418,530
2129,555,1023,363,537
2130,545,1023,380,539
2131,549,1023,390,545
2132,552,1023,395,549
2133,550,1023,401,544
2134,557,1023,418,557
2135,557,1023,418,553
2136,559,1023,424,557
2137,553,1023,413,550
2138,552,1023,402,537
2139,538,1023,391,528
2140,560,1023,393,526
2141,554,1023,398,527
2142,557,1023,403,529
2143,461,1023,391,524
2144,529,1023,396,530
2145,537,1023,405,531
2146,540,1023,407,532
2147,543,1023,408,532
2148,544,1023,410,533
2149,474,1023,405,531
2150,402,1023,329,504
2151,463,1023,357,517
2152,482,1023,362,520
2153,471,1023,353,523
2154,432,1023,348,511
2155,469,1023,352,523
2156,475,1023,365,526
2157,471,1023,365,528
2158,462,1023,363,532
2159,456,1023,360,533
2160,432,1023,336,518
2161,488,1023,278,518
2162,496,1023,339,527
2163,495,1023,347,530
2164,474,1023,339,534
2165,436,1023,348,519
2166,468,1023,347,525
2167,491,1023,363,530
2168,494,1023,367,532
2169,439,1023,329,546
2170,452,1023,355,565
2171,466,1023,335,545
2172,498,1023,359,538
2173,511,1023,370,539
2174,490,1023,365,540
2175,497,1023,358,542
2176,517,1023,370,541
2177,518,1023,380,542
2178,514,1023,386,542
2179,498,1023,387,543
2180,467,1023,352,548
2181,471,1023,367,563
2182,476,1023,396,569
2183,474,1023,351,549
2184,452,1023,355,533
2185,488,1023,362,545
2186,499,1023,365,548
2187,502,1023,356,549
2188,491,1023,359,551
2189,471,1023,368,535
2190,510,1023,375,542
2191,522,1023,382,543
2192,527,1023,385,545
2193,529,1023,388,546
2194,524,1023,387,547
2195,441,1023,373,538
2196,469,1023,368,546
2197,494,1023,364,545
2198,507,1023,365,547
2199,513,1023,366,548
2200,506,1023,365,549
2201,513,1023,364,549
2202,517,1023,356,549
2203,520,1023,364,549
2204,521,1023,357,550
2205,525,1023,365,550
2206,526,1023,370,550
2207,525,1023,372,552
2208,520,1023,373,553
2209,504,1023,373,555
2210,454,1023,366,561
2211,461,1023,369,562
2212,464,1023,368,563
2213,467,1023,369,564
2214,470,1023,369,566
2215,471,1023,368,567
2216,472,1023,368,567
2217,474,1023,365,566
2218,462,1023,360,537
2219,495,1023,372,546
2220,510,1023,375,549
2221,502,1023,368,551
2222,519,1023,375,553
2223,537,1023,380,554
2224,546,1023,384,555
2225,548,1023,384,556
2226,546,1023,385,556
2227,517,1023,378,557
2228,479,1023,367,549
2229,530,1023,383,557
2230,538,1023,383,558
2231,531,1023,365,559
2232,516,1023,362,559
2233,463,1023,363,541
2234,496,1023,382,553
2235,534,1023,372,555
2236,533,1023,374,558
2237,493,1023,376,547
2238,538,1023,394,554
2239,551,1023,399,555
2240,546,1023,400,557
2241,546,1023,398,558
2242,545,1023,400,558
2243,549,1023,402,559
2244,534,1023,398,560
2245,543,1023,400,561
2246,543,1023,398,562
2247,523,1023,375,562
2248,521,1023,383,562
2249,531,1023,377,556
2250,525,1023,364,559
2251,536,1023,390,558
2252,546,1023,401,559
2253,560,1023,404,562
2254,507,1023,371,553
2255,490,1023,348,564
2256,492,1023,355,567
2257,496,1023,351,566
2258,493,1023,365,568
2259,494,1023,370,571
2260,496,1023,373,572
2261,497,1023,374,572
2262,497,1023,376,573
2263,498,1023,377,574
2264,499,1023,378,574
2265,499,1023,380,574
2266,504,1023,381,571
2267,509,1023,383,567
2268,508,1023,385,569
2269,509,1023,387,569
2270,509,1023,389,569
2271,510,1023,389,569
2272,510,1023,389,570
2273,511,1023,390,570
2274,511,1023,390,570
2275,512,1023,389,571
2276,512,1023,390,570
2277,512,1023,391,571
2278,513,1023,392,570
2279,514,1023,393,570
2280,514,1023,393,570
2281,515,1023,394,571
2282,515,1023,394,571
2283,515,1023,394,571
2284,515,1023,396,571
2285,515,1023,396,571
2286,515,1023,396,572
2287,516,1023,396,572
2288,517,1023,397,571
2289,513,1023,393,574
2290,512,1023,393,576
2291,512,1023,393,577
2292,512,1023,394,577
2293,513,1023,394,577
2294,513,1023,395,577
2295,512,1023,395,578
2296,512,1023,394,578
2297,513,1023,395,578
2298,513,1023,396,578
2299,514,1023,396,578
2300,514,1023,397,578
2301,514,1023,397,578
2302,514,1023,397,578
2303,515,1023,397,578
2304,515,1023,397,578
2305,516,1023,398,578
2306,516,1023,398,579
2307,516,1023,399,578
2308,516,1023,398,578
2309,517,1023,399,578
2310,517,1023,398,578
2311,517,1023,398,578
2312,517,1023,398,579
2313,518,1023,399,579
2314,518,1023,400,579
2315,518,1023,399,579
2316,518,1023,400,579
2317,518,1023,401,579
2318,518,1023,400,579
2319,518,1023,401,579
2320,519,1023,402,579
2321,519,1023,402,579
2322,519,1023,402,579
2323,519,1023,402,579
2324,520,1023,402,579
2325,520,1023,402,580
2326,520,1023,402,580
2327,520,1023,403,580
2328,521,1023,403,580
2329,521,1023,403,579
2330,521,1023,402,579
2331,521,1023,403,579
2332,522,1023,403,579
2333,518,1023,388,581
2334,495,1023,354,554
2335,482,1023,352,558
2336,494,1023,371,562
2337,497,1023,374,560
2338,500,1023,380,559
2339,502,1023,373,561
2340,504,1023,380,565
2341,506,1023,383,564
2342,509,1023,384,565
2343,509,1023,372,566
2344,510,1023,381,566
2345,510,1023,384,566
2346,511,1023,387,568
2347,511,1023,388,568
2348,511,1023,389,569
2349,512,1023,391,569
2350,512,1023,392,570
2351,513,1023,394,570
2352,514,1023,394,570
2353,514,1023,395,570
2354,514,1023,396,570
2355,514,1023,397,570
2356,515,1023,398,571
2357,515,1023,398,571
2358,516,1023,398,571
2359,516,1023,399,571
2360,517,1023,401,571
2361,517,1023,401,572
2362,517,1023,401,572
2363,518,1023,401,572
2364,518,1023,402,572
2365,518,1023,402,572
2366,519,1023,402,572
2367,519,1023,403,572
2368,519,1023,403,572
2369,519,1023,404,572
2370,519,1023,406,573
2371,520,1023,406,573
2372,520,1023,406,573
2373,520,1023,405,573
2374,520,1023,406,573
2375,521,1023,406,574
2376,521,1023,407,574
2377,521,1023,407,574
2378,521,1023,408,574
2379,522,1023,408,574
2380,522,1023,408,574
2381,522,1023,407,574
2382,522,1023,408,574
2383,522,1023,408,574
2384,522,1023,409,575
2385,522,1023,409,575
2386,522,1023,409,575
2387,522,1023,409,575
2388,522,1023,410,575
2389,523,1023,410,575
2390,523,1023,410,575
2391,523,1023,410,575
2392,523,1023,411,575
2393,524,1023,411,576
2394,523,1023,411,576
2395,524,1023,411,576
2396,524,1023,411,576
2397,524,1023,411,576
2398,524,1023,412,576
2399,524,1023,412,576
2400,524,1023,412,577
2401,524,1023,412,577
2402,524,1023,412,577
2403,525,1023,412,577
2404,525,1023,412,577
2405,525,1023,413,577
2406,525,1023,413,577
2407,525,1023,413,577
2408,525,1023,413,577
