#KeystrokeID,Time,IsKeyDown,Key
985,599.55,0,KEY_N
986,599.686,1,KEY_N
987,599.798,0,KEY_S
988,599.902,1,KEY_S
989,599.99,0,KEY_E
990,600.11,1,KEY_E
991,600.111,0,SPACE
992,600.254,1,SPACE
993,600.294,0,KEY_O
994,600.422,1,KEY_O
995,600.423,0,KEY_F
996,600.566,1,KEY_F
997,600.582,0,SPACE
998,600.726,1,SPACE
999,601.526,0,KEY_U
1000,601.582,1,KEY_U
1001,601.67,0,KEY_R
1002,601.734,1,KEY_R
1003,601.918,0,KEY_G
1004,601.974,1,KEY_G
1005,602.094,0,KEY_E
1006,602.23,1,KEY_E
1007,602.254,0,KEY_N
1008,602.374,1,KEY_N
1009,602.478,0,KEY_C
1010,602.582,1,KEY_C
1011,602.606,0,KEY_Y
1012,602.718,0,SPACE
1013,602.758,1,KEY_Y
1014,602.902,1,SPACE
1015,603.462,0,KEY_F
1016,603.59,1,KEY_F
1017,603.591,0,KEY_O
1018,603.67,1,KEY_O
1019,603.71,0,KEY_R
1020,603.806,0,SPACE
1021,603.83,1,KEY_R
1022,603.934,1,SPACE
1023,606.238,0,BACK
1024,606.302,1,BACK
1025,606.414,0,BACK
